busco_id,chromosome,bin_id,overlap_percentage
64696at7147,OY284468.1,OY284468.1_bin_438,100.0
64810at7147,OY284468.1,OY284468.1_bin_498,100.0
64968at7147,OY284468.1,OY284468.1_bin_691,100.0
65041at7147,OY284468.1,OY284468.1_bin_507,100.0
65138at7147,OY284468.1,OY284468.1_bin_587,100.0
65217at7147,OY284468.1,OY284468.1_bin_465,100.0
65232at7147,OY284468.1,OY284468.1_bin_653,100.0
65376at7147,OY284468.1,OY284468.1_bin_271,100.0
65380at7147,OY284468.1,OY284468.1_bin_691,100.0
65433at7147,OY284468.1,OY284468.1_bin_625,100.0
65523at7147,OY284468.1,OY284468.1_bin_454,100.0
65537at7147,OY284468.1,OY284468.1_bin_686,100.0
65643at7147,OY284468.1,OY284468.1_bin_190,100.0
65754at7147,OY284468.1,OY284468.1_bin_336,100.0
65801at7147,OY284468.1,OY284468.1_bin_151,76.2369929921427
65801at7147,OY284468.1,OY284468.1_bin_152,23.763007007857297
65992at7147,OY284468.1,OY284468.1_bin_457,100.0
66007at7147,OY284468.1,OY284468.1_bin_391,100.0
66048at7147,OY284468.1,OY284468.1_bin_354,100.0
66069at7147,OY284468.1,OY284468.1_bin_76,100.0
66341at7147,OY284468.1,OY284468.1_bin_430,100.0
66348at7147,OY284468.1,OY284468.1_bin_355,100.0
66349at7147,OY284468.1,OY284468.1_bin_586,100.0
66361at7147,OY284468.1,OY284468.1_bin_476,100.0
66414at7147,OY284468.1,OY284468.1_bin_1,39.16155419222903
66414at7147,OY284468.1,OY284468.1_bin_2,60.83844580777096
66457at7147,OY284468.1,OY284468.1_bin_625,100.0
66514at7147,OY284468.1,OY284468.1_bin_43,100.0
66515at7147,OY284468.1,OY284468.1_bin_429,100.0
66538at7147,OY284468.1,OY284468.1_bin_358,100.0
66567at7147,OY284468.1,OY284468.1_bin_379,100.0
66702at7147,OY284468.1,OY284468.1_bin_568,100.0
66757at7147,OY284468.1,OY284468.1_bin_23,100.0
66927at7147,OY284468.1,OY284468.1_bin_606,100.0
67025at7147,OY284468.1,OY284468.1_bin_56,100.0
67045at7147,OY284468.1,OY284468.1_bin_547,29.01706886403767
67045at7147,OY284468.1,OY284468.1_bin_548,70.98293113596233
67170at7147,OY284468.1,OY284468.1_bin_202,100.0
67195at7147,OY284468.1,OY284468.1_bin_393,100.0
67335at7147,OY284468.1,OY284468.1_bin_43,100.0
67347at7147,OY284468.1,OY284468.1_bin_42,100.0
67866at7147,OY284468.1,OY284468.1_bin_193,100.0
67899at7147,OY284468.1,OY284468.1_bin_584,100.0
67901at7147,OY284468.1,OY284468.1_bin_518,100.0
67949at7147,OY284468.1,OY284468.1_bin_446,100.0
67989at7147,OY284468.1,OY284468.1_bin_543,100.0
68004at7147,OY284468.1,OY284468.1_bin_42,100.0
68211at7147,OY284468.1,OY284468.1_bin_539,100.0
68417at7147,OY284468.1,OY284468.1_bin_363,100.0
68482at7147,OY284468.1,OY284468.1_bin_391,100.0
68535at7147,OY284468.1,OY284468.1_bin_286,100.0
68649at7147,OY284468.1,OY284468.1_bin_575,100.0
68670at7147,OY284468.1,OY284468.1_bin_9,100.0
68696at7147,OY284468.1,OY284468.1_bin_676,54.56348871842424
68696at7147,OY284468.1,OY284468.1_bin_677,45.43651128157577
68897at7147,OY284468.1,OY284468.1_bin_338,100.0
69002at7147,OY284468.1,OY284468.1_bin_455,100.0
69070at7147,OY284468.1,OY284468.1_bin_254,92.56775094017756
69070at7147,OY284468.1,OY284468.1_bin_255,7.432249059822432
69092at7147,OY284468.1,OY284468.1_bin_373,27.06964520367937
69092at7147,OY284468.1,OY284468.1_bin_374,72.93035479632063
69182at7147,OY284468.1,OY284468.1_bin_691,100.0
69198at7147,OY284468.1,OY284468.1_bin_435,100.0
69246at7147,OY284468.1,OY284468.1_bin_437,100.0
69398at7147,OY284468.1,OY284468.1_bin_674,100.0
69478at7147,OY284468.1,OY284468.1_bin_694,100.0
69557at7147,OY284468.1,OY284468.1_bin_16,100.0
69699at7147,OY284468.1,OY284468.1_bin_464,100.0
69823at7147,OY284468.1,OY284468.1_bin_543,100.0
69924at7147,OY284468.1,OY284468.1_bin_278,100.0
69925at7147,OY284468.1,OY284468.1_bin_1,100.0
69929at7147,OY284468.1,OY284468.1_bin_307,100.0
70036at7147,OY284468.1,OY284468.1_bin_286,100.0
70115at7147,OY284468.1,OY284468.1_bin_46,100.0
70276at7147,OY284468.1,OY284468.1_bin_437,100.0
70383at7147,OY284468.1,OY284468.1_bin_621,100.0
70546at7147,OY284468.1,OY284468.1_bin_518,100.0
70680at7147,OY284468.1,OY284468.1_bin_420,100.0
70721at7147,OY284468.1,OY284468.1_bin_651,100.0
70779at7147,OY284468.1,OY284468.1_bin_280,100.0
70976at7147,OY284468.1,OY284468.1_bin_450,100.0
71020at7147,OY284468.1,OY284468.1_bin_449,100.0
71109at7147,OY284468.1,OY284468.1_bin_610,100.0
71129at7147,OY284468.1,OY284468.1_bin_616,100.0
71146at7147,OY284468.1,OY284468.1_bin_30,100.0
71177at7147,OY284468.1,OY284468.1_bin_419,100.0
71183at7147,OY284468.1,OY284468.1_bin_171,100.0
71239at7147,OY284468.1,OY284468.1_bin_1,100.0
71282at7147,OY284468.1,OY284468.1_bin_32,100.0
71309at7147,OY284468.1,OY284468.1_bin_683,100.0
71372at7147,OY284468.1,OY284468.1_bin_353,100.0
71479at7147,OY284468.1,OY284468.1_bin_560,100.0
71485at7147,OY284468.1,OY284468.1_bin_598,100.0
71503at7147,OY284468.1,OY284468.1_bin_16,100.0
71549at7147,OY284468.1,OY284468.1_bin_47,100.0
71559at7147,OY284468.1,OY284468.1_bin_460,100.0
71593at7147,OY284468.1,OY284468.1_bin_622,100.0
71612at7147,OY284468.1,OY284468.1_bin_276,100.0
71660at7147,OY284468.1,OY284468.1_bin_18,100.0
71851at7147,OY284468.1,OY284468.1_bin_178,100.0
72074at7147,OY284468.1,OY284468.1_bin_268,100.0
72159at7147,OY284468.1,OY284468.1_bin_300,100.0
72372at7147,OY284468.1,OY284468.1_bin_353,100.0
72386at7147,OY284468.1,OY284468.1_bin_376,100.0
72427at7147,OY284468.1,OY284468.1_bin_561,100.0
72445at7147,OY284468.1,OY284468.1_bin_165,100.0
72683at7147,OY284468.1,OY284468.1_bin_165,100.0
72959at7147,OY284468.1,OY284468.1_bin_467,100.0
72960at7147,OY284468.1,OY284468.1_bin_317,100.0
73073at7147,OY284468.1,OY284468.1_bin_247,100.0
73211at7147,OY284468.1,OY284468.1_bin_297,100.0
73241at7147,OY284468.1,OY284468.1_bin_691,100.0
73247at7147,OY284468.1,OY284468.1_bin_378,100.0
73318at7147,OY284468.1,OY284468.1_bin_371,100.0
73368at7147,OY284468.1,OY284468.1_bin_299,100.0
73561at7147,OY284468.1,OY284468.1_bin_543,100.0
73571at7147,OY284468.1,OY284468.1_bin_460,100.0
73599at7147,OY284468.1,OY284468.1_bin_322,100.0
73639at7147,OY284468.1,OY284468.1_bin_274,100.0
73648at7147,OY284468.1,OY284468.1_bin_42,100.0
73667at7147,OY284468.1,OY284468.1_bin_275,100.0
73758at7147,OY284468.1,OY284468.1_bin_467,100.0
74012at7147,OY284468.1,OY284468.1_bin_190,100.0
74048at7147,OY284468.1,OY284468.1_bin_357,100.0
74082at7147,OY284468.1,OY284468.1_bin_568,100.0
74302at7147,OY284468.1,OY284468.1_bin_673,100.0
74309at7147,OY284468.1,OY284468.1_bin_394,100.0
74338at7147,OY284468.1,OY284468.1_bin_523,100.0
74373at7147,OY284468.1,OY284468.1_bin_397,100.0
74410at7147,OY284468.1,OY284468.1_bin_213,100.0
74474at7147,OY284468.1,OY284468.1_bin_344,100.0
74588at7147,OY284468.1,OY284468.1_bin_316,64.2248062015504
74588at7147,OY284468.1,OY284468.1_bin_317,35.775193798449614
74667at7147,OY284468.1,OY284468.1_bin_690,100.0
74668at7147,OY284468.1,OY284468.1_bin_45,100.0
74763at7147,OY284468.1,OY284468.1_bin_372,100.0
74865at7147,OY284468.1,OY284468.1_bin_618,100.0
74875at7147,OY284468.1,OY284468.1_bin_582,100.0
74916at7147,OY284468.1,OY284468.1_bin_543,100.0
75113at7147,OY284468.1,OY284468.1_bin_693,100.0
75206at7147,OY284468.1,OY284468.1_bin_546,100.0
75300at7147,OY284468.1,OY284468.1_bin_465,100.0
75376at7147,OY284468.1,OY284468.1_bin_349,100.0
75400at7147,OY284468.1,OY284468.1_bin_612,100.0
75513at7147,OY284468.1,OY284468.1_bin_370,100.0
75531at7147,OY284468.1,OY284468.1_bin_348,100.0
75790at7147,OY284468.1,OY284468.1_bin_162,100.0
75814at7147,OY284468.1,OY284468.1_bin_473,100.0
75860at7147,OY284468.1,OY284468.1_bin_694,100.0
75895at7147,OY284468.1,OY284468.1_bin_73,100.0
75936at7147,OY284468.1,OY284468.1_bin_202,100.0
75947at7147,OY284468.1,OY284468.1_bin_454,100.0
76625at7147,OY284468.1,OY284468.1_bin_204,100.0
76958at7147,OY284468.1,OY284468.1_bin_417,100.0
76959at7147,OY284468.1,OY284468.1_bin_434,100.0
76978at7147,OY284468.1,OY284468.1_bin_594,100.0
77031at7147,OY284468.1,OY284468.1_bin_276,100.0
77188at7147,OY284468.1,OY284468.1_bin_622,100.0
77231at7147,OY284468.1,OY284468.1_bin_51,100.0
87230at7147,OY284468.1,OY284468.1_bin_33,100.0
87700at7147,OY284468.1,OY284468.1_bin_567,100.0
94660at7147,OY284468.1,OY284468.1_bin_559,100.0
96682at7147,OY284468.1,OY284468.1_bin_559,100.0
98278at7147,OY284468.1,OY284468.1_bin_202,100.0
98712at7147,OY284468.1,OY284468.1_bin_611,100.0
100019at7147,OY284468.1,OY284468.1_bin_297,100.0
105345at7147,OY284468.1,OY284468.1_bin_527,100.0
107932at7147,OY284468.1,OY284468.1_bin_311,100.0
116302at7147,OY284468.1,OY284468.1_bin_317,68.46254927726675
116302at7147,OY284468.1,OY284468.1_bin_318,31.537450722733247
117164at7147,OY284468.1,OY284468.1_bin_286,100.0
118254at7147,OY284468.1,OY284468.1_bin_24,100.0
119237at7147,OY284468.1,OY284468.1_bin_453,100.0
122994at7147,OY284468.1,OY284468.1_bin_23,98.75688916105328
122994at7147,OY284468.1,OY284468.1_bin_24,1.2431108389467238
126448at7147,OY284468.1,OY284468.1_bin_612,100.0
127852at7147,OY284468.1,OY284468.1_bin_600,100.0
133728at7147,OY284468.1,OY284468.1_bin_1,100.0
134526at7147,OY284468.1,OY284468.1_bin_574,100.0
135865at7147,OY284468.1,OY284468.1_bin_407,100.0
140441at7147,OY284468.1,OY284468.1_bin_602,100.0
142673at7147,OY284468.1,OY284468.1_bin_219,100.0
145278at7147,OY284468.1,OY284468.1_bin_683,100.0
148008at7147,OY284468.1,OY284468.1_bin_476,100.0
148910at7147,OY284468.1,OY284468.1_bin_217,100.0
149858at7147,OY284468.1,OY284468.1_bin_42,100.0
150523at7147,OY284468.1,OY284468.1_bin_498,100.0
151630at7147,OY284468.1,OY284468.1_bin_363,100.0
161871at7147,OY284468.1,OY284468.1_bin_449,100.0
161996at7147,OY284468.1,OY284468.1_bin_376,100.0
162238at7147,OY284468.1,OY284468.1_bin_162,100.0
162448at7147,OY284468.1,OY284468.1_bin_689,100.0
162661at7147,OY284468.1,OY284468.1_bin_459,100.0
162738at7147,OY284468.1,OY284468.1_bin_276,100.0
162812at7147,OY284468.1,OY284468.1_bin_178,100.0
162863at7147,OY284468.1,OY284468.1_bin_457,100.0
162892at7147,OY284468.1,OY284468.1_bin_39,100.0
162997at7147,OY284468.1,OY284468.1_bin_477,100.0
163141at7147,OY284468.1,OY284468.1_bin_403,96.13654405927494
163141at7147,OY284468.1,OY284468.1_bin_404,3.8634559407250593
163264at7147,OY284468.1,OY284468.1_bin_389,100.0
163419at7147,OY284468.1,OY284468.1_bin_230,100.0
163715at7147,OY284468.1,OY284468.1_bin_490,100.0
163805at7147,OY284468.1,OY284468.1_bin_693,100.0
163816at7147,OY284468.1,OY284468.1_bin_348,100.0
163838at7147,OY284468.1,OY284468.1_bin_320,100.0
164175at7147,OY284468.1,OY284468.1_bin_213,100.0
164185at7147,OY284468.1,OY284468.1_bin_539,100.0
164400at7147,OY284468.1,OY284468.1_bin_668,100.0
164861at7147,OY284468.1,OY284468.1_bin_514,100.0
164964at7147,OY284468.1,OY284468.1_bin_429,100.0
164984at7147,OY284468.1,OY284468.1_bin_514,100.0
165155at7147,OY284468.1,OY284468.1_bin_72,100.0
165235at7147,OY284468.1,OY284468.1_bin_608,100.0
165507at7147,OY284468.1,OY284468.1_bin_54,100.0
165515at7147,OY284468.1,OY284468.1_bin_223,100.0
165522at7147,OY284468.1,OY284468.1_bin_685,100.0
165541at7147,OY284468.1,OY284468.1_bin_56,100.0
165544at7147,OY284468.1,OY284468.1_bin_84,100.0
165549at7147,OY284468.1,OY284468.1_bin_76,15.813757547794339
165549at7147,OY284468.1,OY284468.1_bin_77,84.18624245220566
165627at7147,OY284468.1,OY284468.1_bin_596,100.0
165697at7147,OY284468.1,OY284468.1_bin_363,100.0
165800at7147,OY284468.1,OY284468.1_bin_479,100.0
165803at7147,OY284468.1,OY284468.1_bin_479,100.0
166453at7147,OY284468.1,OY284468.1_bin_625,100.0
166470at7147,OY284468.1,OY284468.1_bin_409,100.0
166675at7147,OY284468.1,OY284468.1_bin_419,100.0
166680at7147,OY284468.1,OY284468.1_bin_409,73.4107303877367
166680at7147,OY284468.1,OY284468.1_bin_410,26.5892696122633
166809at7147,OY284468.1,OY284468.1_bin_411,100.0
166933at7147,OY284468.1,OY284468.1_bin_317,100.0
167066at7147,OY284468.1,OY284468.1_bin_328,100.0
167068at7147,OY284468.1,OY284468.1_bin_379,100.0
167369at7147,OY284468.1,OY284468.1_bin_432,100.0
167430at7147,OY284468.1,OY284468.1_bin_344,100.0
167536at7147,OY284468.1,OY284468.1_bin_376,100.0
167851at7147,OY284468.1,OY284468.1_bin_686,100.0
168032at7147,OY284468.1,OY284468.1_bin_276,100.0
59971at7147,OY284469.1,OY284469.1_bin_310,100.0
60031at7147,OY284469.1,OY284469.1_bin_585,100.0
60086at7147,OY284469.1,OY284469.1_bin_337,100.0
60158at7147,OY284469.1,OY284469.1_bin_59,100.0
60242at7147,OY284469.1,OY284469.1_bin_66,100.0
60375at7147,OY284469.1,OY284469.1_bin_275,100.0
60394at7147,OY284469.1,OY284469.1_bin_310,100.0
60412at7147,OY284469.1,OY284469.1_bin_150,100.0
60416at7147,OY284469.1,OY284469.1_bin_95,100.0
60554at7147,OY284469.1,OY284469.1_bin_296,100.0
60603at7147,OY284469.1,OY284469.1_bin_96,100.0
60650at7147,OY284469.1,OY284469.1_bin_195,100.0
60759at7147,OY284469.1,OY284469.1_bin_584,100.0
60771at7147,OY284469.1,OY284469.1_bin_317,100.0
60815at7147,OY284469.1,OY284469.1_bin_50,100.0
60819at7147,OY284469.1,OY284469.1_bin_272,100.0
60829at7147,OY284469.1,OY284469.1_bin_198,100.0
61054at7147,OY284469.1,OY284469.1_bin_204,100.0
61331at7147,OY284469.1,OY284469.1_bin_563,100.0
61375at7147,OY284469.1,OY284469.1_bin_118,100.0
61379at7147,OY284469.1,OY284469.1_bin_340,100.0
61391at7147,OY284469.1,OY284469.1_bin_258,100.0
61444at7147,OY284469.1,OY284469.1_bin_76,100.0
61498at7147,OY284469.1,OY284469.1_bin_355,100.0
61562at7147,OY284469.1,OY284469.1_bin_256,100.0
61663at7147,OY284469.1,OY284469.1_bin_299,100.0
61699at7147,OY284469.1,OY284469.1_bin_246,100.0
61808at7147,OY284469.1,OY284469.1_bin_584,100.0
61874at7147,OY284469.1,OY284469.1_bin_171,100.0
61922at7147,OY284469.1,OY284469.1_bin_271,100.0
61968at7147,OY284469.1,OY284469.1_bin_315,41.39256071318783
61968at7147,OY284469.1,OY284469.1_bin_316,58.607439286812166
62055at7147,OY284469.1,OY284469.1_bin_83,100.0
62100at7147,OY284469.1,OY284469.1_bin_154,100.0
62123at7147,OY284469.1,OY284469.1_bin_336,100.0
62295at7147,OY284469.1,OY284469.1_bin_316,100.0
62349at7147,OY284469.1,OY284469.1_bin_359,100.0
62350at7147,OY284469.1,OY284469.1_bin_33,100.0
62423at7147,OY284469.1,OY284469.1_bin_174,100.0
62676at7147,OY284469.1,OY284469.1_bin_19,100.0
62682at7147,OY284469.1,OY284469.1_bin_509,61.796168499261086
62682at7147,OY284469.1,OY284469.1_bin_510,38.20383150073891
62696at7147,OY284469.1,OY284469.1_bin_225,100.0
62792at7147,OY284469.1,OY284469.1_bin_21,100.0
62818at7147,OY284469.1,OY284469.1_bin_285,100.0
62838at7147,OY284469.1,OY284469.1_bin_174,100.0
62969at7147,OY284469.1,OY284469.1_bin_429,100.0
63216at7147,OY284469.1,OY284469.1_bin_208,100.0
63274at7147,OY284469.1,OY284469.1_bin_173,100.0
63303at7147,OY284469.1,OY284469.1_bin_244,100.0
63321at7147,OY284469.1,OY284469.1_bin_173,100.0
63515at7147,OY284469.1,OY284469.1_bin_119,100.0
63541at7147,OY284469.1,OY284469.1_bin_540,100.0
63583at7147,OY284469.1,OY284469.1_bin_267,100.0
63635at7147,OY284469.1,OY284469.1_bin_37,100.0
63677at7147,OY284469.1,OY284469.1_bin_195,100.0
63722at7147,OY284469.1,OY284469.1_bin_338,100.0
63748at7147,OY284469.1,OY284469.1_bin_49,100.0
63826at7147,OY284469.1,OY284469.1_bin_403,100.0
63836at7147,OY284469.1,OY284469.1_bin_85,100.0
63890at7147,OY284469.1,OY284469.1_bin_104,100.0
64043at7147,OY284469.1,OY284469.1_bin_322,100.0
64192at7147,OY284469.1,OY284469.1_bin_488,11.61470151230693
64192at7147,OY284469.1,OY284469.1_bin_489,88.38529848769306
64216at7147,OY284469.1,OY284469.1_bin_327,100.0
64379at7147,OY284469.1,OY284469.1_bin_108,100.0
64472at7147,OY284469.1,OY284469.1_bin_420,100.0
64850at7147,OY284469.1,OY284469.1_bin_565,19.29203539823009
64850at7147,OY284469.1,OY284469.1_bin_566,80.70796460176992
64947at7147,OY284469.1,OY284469.1_bin_50,100.0
65008at7147,OY284469.1,OY284469.1_bin_60,100.0
65012at7147,OY284469.1,OY284469.1_bin_191,100.0
65151at7147,OY284469.1,OY284469.1_bin_557,100.0
65157at7147,OY284469.1,OY284469.1_bin_109,100.0
65184at7147,OY284469.1,OY284469.1_bin_517,100.0
65343at7147,OY284469.1,OY284469.1_bin_6,100.0
65377at7147,OY284469.1,OY284469.1_bin_205,100.0
65476at7147,OY284469.1,OY284469.1_bin_104,100.0
65550at7147,OY284469.1,OY284469.1_bin_517,100.0
65571at7147,OY284469.1,OY284469.1_bin_5,100.0
65657at7147,OY284469.1,OY284469.1_bin_46,100.0
65866at7147,OY284469.1,OY284469.1_bin_97,61.20040301300197
65866at7147,OY284469.1,OY284469.1_bin_98,38.79959698699803
65894at7147,OY284469.1,OY284469.1_bin_208,100.0
65934at7147,OY284469.1,OY284469.1_bin_247,100.0
65956at7147,OY284469.1,OY284469.1_bin_395,100.0
65990at7147,OY284469.1,OY284469.1_bin_166,100.0
66044at7147,OY284469.1,OY284469.1_bin_49,100.0
66070at7147,OY284469.1,OY284469.1_bin_557,100.0
66139at7147,OY284469.1,OY284469.1_bin_272,100.0
66177at7147,OY284469.1,OY284469.1_bin_374,100.0
66213at7147,OY284469.1,OY284469.1_bin_11,100.0
66247at7147,OY284469.1,OY284469.1_bin_580,84.915611814346
66247at7147,OY284469.1,OY284469.1_bin_581,15.084388185654007
66352at7147,OY284469.1,OY284469.1_bin_318,100.0
66525at7147,OY284469.1,OY284469.1_bin_533,100.0
66557at7147,OY284469.1,OY284469.1_bin_244,100.0
66590at7147,OY284469.1,OY284469.1_bin_8,100.0
66610at7147,OY284469.1,OY284469.1_bin_560,100.0
66632at7147,OY284469.1,OY284469.1_bin_318,100.0
66704at7147,OY284469.1,OY284469.1_bin_272,100.0
66707at7147,OY284469.1,OY284469.1_bin_186,100.0
66722at7147,OY284469.1,OY284469.1_bin_287,100.0
66740at7147,OY284469.1,OY284469.1_bin_289,100.0
66761at7147,OY284469.1,OY284469.1_bin_5,100.0
66787at7147,OY284469.1,OY284469.1_bin_220,100.0
66795at7147,OY284469.1,OY284469.1_bin_350,100.0
66810at7147,OY284469.1,OY284469.1_bin_379,100.0
66992at7147,OY284469.1,OY284469.1_bin_396,100.0
66998at7147,OY284469.1,OY284469.1_bin_15,100.0
67093at7147,OY284469.1,OY284469.1_bin_227,100.0
67112at7147,OY284469.1,OY284469.1_bin_579,100.0
67133at7147,OY284469.1,OY284469.1_bin_140,100.0
67224at7147,OY284469.1,OY284469.1_bin_557,100.0
67239at7147,OY284469.1,OY284469.1_bin_154,100.0
67359at7147,OY284469.1,OY284469.1_bin_307,100.0
67366at7147,OY284469.1,OY284469.1_bin_521,100.0
67423at7147,OY284469.1,OY284469.1_bin_417,100.0
67489at7147,OY284469.1,OY284469.1_bin_377,100.0
67523at7147,OY284469.1,OY284469.1_bin_47,100.0
67559at7147,OY284469.1,OY284469.1_bin_124,35.850622406639005
67559at7147,OY284469.1,OY284469.1_bin_125,64.149377593361
67641at7147,OY284469.1,OY284469.1_bin_76,100.0
67644at7147,OY284469.1,OY284469.1_bin_115,100.0
67705at7147,OY284469.1,OY284469.1_bin_272,100.0
67785at7147,OY284469.1,OY284469.1_bin_576,100.0
67875at7147,OY284469.1,OY284469.1_bin_540,100.0
67909at7147,OY284469.1,OY284469.1_bin_67,100.0
68020at7147,OY284469.1,OY284469.1_bin_30,100.0
68209at7147,OY284469.1,OY284469.1_bin_9,100.0
68228at7147,OY284469.1,OY284469.1_bin_380,100.0
68266at7147,OY284469.1,OY284469.1_bin_35,100.0
68267at7147,OY284469.1,OY284469.1_bin_575,100.0
68422at7147,OY284469.1,OY284469.1_bin_315,100.0
68596at7147,OY284469.1,OY284469.1_bin_93,100.0
68624at7147,OY284469.1,OY284469.1_bin_566,100.0
68717at7147,OY284469.1,OY284469.1_bin_117,100.0
68784at7147,OY284469.1,OY284469.1_bin_12,100.0
68886at7147,OY284469.1,OY284469.1_bin_75,100.0
69007at7147,OY284469.1,OY284469.1_bin_303,100.0
69075at7147,OY284469.1,OY284469.1_bin_584,100.0
