busco_id,chromosome,bin_id,overlap_percentage
64696at7147,OU343114.1,OU343114.1_bin_183,100.0
64810at7147,OU343114.1,OU343114.1_bin_408,100.0
64968at7147,OU343114.1,OU343114.1_bin_88,100.0
65041at7147,OU343114.1,OU343114.1_bin_392,100.0
65076at7147,OU343114.1,OU343114.1_bin_896,26.534446764091857
65076at7147,OU343114.1,OU343114.1_bin_897,73.46555323590815
65138at7147,OU343114.1,OU343114.1_bin_787,100.0
65151at7147,OU343114.1,OU343114.1_bin_899,100.0
65217at7147,OU343114.1,OU343114.1_bin_285,100.0
65232at7147,OU343114.1,OU343114.1_bin_9,100.0
65323at7147,OU343114.1,OU343114.1_bin_195,100.0
65376at7147,OU343114.1,OU343114.1_bin_695,100.0
65380at7147,OU343114.1,OU343114.1_bin_86,100.0
65433at7147,OU343114.1,OU343114.1_bin_752,100.0
65523at7147,OU343114.1,OU343114.1_bin_953,100.0
65537at7147,OU343114.1,OU343114.1_bin_683,100.0
65643at7147,OU343114.1,OU343114.1_bin_111,100.0
65754at7147,OU343114.1,OU343114.1_bin_872,100.0
65801at7147,OU343114.1,OU343114.1_bin_100,100.0
65992at7147,OU343114.1,OU343114.1_bin_948,100.0
66007at7147,OU343114.1,OU343114.1_bin_300,100.0
66048at7147,OU343114.1,OU343114.1_bin_440,100.0
66069at7147,OU343114.1,OU343114.1_bin_909,100.0
66228at7147,OU343114.1,OU343114.1_bin_313,100.0
66341at7147,OU343114.1,OU343114.1_bin_13,100.0
66348at7147,OU343114.1,OU343114.1_bin_438,100.0
66349at7147,OU343114.1,OU343114.1_bin_785,100.0
66361at7147,OU343114.1,OU343114.1_bin_505,100.0
66364at7147,OU343114.1,OU343114.1_bin_318,100.0
66414at7147,OU343114.1,OU343114.1_bin_567,100.0
66457at7147,OU343114.1,OU343114.1_bin_91,100.0
66515at7147,OU343114.1,OU343114.1_bin_112,100.0
66538at7147,OU343114.1,OU343114.1_bin_345,100.0
66567at7147,OU343114.1,OU343114.1_bin_891,100.0
66702at7147,OU343114.1,OU343114.1_bin_47,100.0
66757at7147,OU343114.1,OU343114.1_bin_862,100.0
66927at7147,OU343114.1,OU343114.1_bin_738,100.0
67025at7147,OU343114.1,OU343114.1_bin_559,100.0
67045at7147,OU343114.1,OU343114.1_bin_556,100.0
67170at7147,OU343114.1,OU343114.1_bin_156,100.0
67195at7147,OU343114.1,OU343114.1_bin_257,100.0
67335at7147,OU343114.1,OU343114.1_bin_932,100.0
67347at7147,OU343114.1,OU343114.1_bin_931,100.0
67866at7147,OU343114.1,OU343114.1_bin_147,100.0
67899at7147,OU343114.1,OU343114.1_bin_782,100.0
67901at7147,OU343114.1,OU343114.1_bin_371,100.0
67949at7147,OU343114.1,OU343114.1_bin_707,68.7500510299893
67949at7147,OU343114.1,OU343114.1_bin_708,31.249948970010692
67989at7147,OU343114.1,OU343114.1_bin_546,100.0
68004at7147,OU343114.1,OU343114.1_bin_931,100.0
68211at7147,OU343114.1,OU343114.1_bin_532,100.0
68417at7147,OU343114.1,OU343114.1_bin_337,100.0
68482at7147,OU343114.1,OU343114.1_bin_300,100.0
68535at7147,OU343114.1,OU343114.1_bin_737,100.0
68649at7147,OU343114.1,OU343114.1_bin_767,100.0
68670at7147,OU343114.1,OU343114.1_bin_863,100.0
68696at7147,OU343114.1,OU343114.1_bin_31,30.299201455574647
68696at7147,OU343114.1,OU343114.1_bin_32,42.11732201219718
68696at7147,OU343114.1,OU343114.1_bin_33,27.583476532228175
68729at7147,OU343114.1,OU343114.1_bin_144,100.0
68897at7147,OU343114.1,OU343114.1_bin_868,100.0
69002at7147,OU343114.1,OU343114.1_bin_951,100.0
69017at7147,OU343114.1,OU343114.1_bin_753,31.04775231764912
69017at7147,OU343114.1,OU343114.1_bin_754,68.95224768235089
69070at7147,OU343114.1,OU343114.1_bin_228,100.0
69092at7147,OU343114.1,OU343114.1_bin_597,100.0
69182at7147,OU343114.1,OU343114.1_bin_86,100.0
69198at7147,OU343114.1,OU343114.1_bin_179,100.0
69219at7147,OU343114.1,OU343114.1_bin_357,100.0
69246at7147,OU343114.1,OU343114.1_bin_182,100.0
69398at7147,OU343114.1,OU343114.1_bin_29,79.19570724103302
69398at7147,OU343114.1,OU343114.1_bin_30,20.80429275896698
69478at7147,OU343114.1,OU343114.1_bin_81,63.59672241123198
69478at7147,OU343114.1,OU343114.1_bin_82,36.40327758876803
69547at7147,OU343114.1,OU343114.1_bin_732,100.0
69557at7147,OU343114.1,OU343114.1_bin_898,100.0
69699at7147,OU343114.1,OU343114.1_bin_285,100.0
69823at7147,OU343114.1,OU343114.1_bin_546,100.0
69924at7147,OU343114.1,OU343114.1_bin_692,100.0
69925at7147,OU343114.1,OU343114.1_bin_566,100.0
69929at7147,OU343114.1,OU343114.1_bin_171,100.0
70036at7147,OU343114.1,OU343114.1_bin_737,100.0
70115at7147,OU343114.1,OU343114.1_bin_936,100.0
70276at7147,OU343114.1,OU343114.1_bin_182,100.0
70366at7147,OU343114.1,OU343114.1_bin_897,100.0
70383at7147,OU343114.1,OU343114.1_bin_759,100.0
70546at7147,OU343114.1,OU343114.1_bin_372,100.0
70680at7147,OU343114.1,OU343114.1_bin_132,100.0
70721at7147,OU343114.1,OU343114.1_bin_113,100.0
70779at7147,OU343114.1,OU343114.1_bin_955,100.0
70941at7147,OU343114.1,OU343114.1_bin_30,100.0
71020at7147,OU343114.1,OU343114.1_bin_555,100.0
71109at7147,OU343114.1,OU343114.1_bin_745,100.0
71129at7147,OU343114.1,OU343114.1_bin_856,100.0
71146at7147,OU343114.1,OU343114.1_bin_920,100.0
71177at7147,OU343114.1,OU343114.1_bin_130,100.0
71183at7147,OU343114.1,OU343114.1_bin_213,100.0
71239at7147,OU343114.1,OU343114.1_bin_566,100.0
71282at7147,OU343114.1,OU343114.1_bin_958,100.0
71309at7147,OU343114.1,OU343114.1_bin_41,100.0
71372at7147,OU343114.1,OU343114.1_bin_305,100.0
71479at7147,OU343114.1,OU343114.1_bin_666,100.0
71485at7147,OU343114.1,OU343114.1_bin_828,100.0
71549at7147,OU343114.1,OU343114.1_bin_557,100.0
71559at7147,OU343114.1,OU343114.1_bin_955,100.0
71593at7147,OU343114.1,OU343114.1_bin_970,100.0
71612at7147,OU343114.1,OU343114.1_bin_750,100.0
71660at7147,OU343114.1,OU343114.1_bin_904,100.0
71851at7147,OU343114.1,OU343114.1_bin_207,100.0
72074at7147,OU343114.1,OU343114.1_bin_244,100.0
72159at7147,OU343114.1,OU343114.1_bin_178,100.0
72386at7147,OU343114.1,OU343114.1_bin_883,61.77790241166573
72386at7147,OU343114.1,OU343114.1_bin_884,38.22209758833427
72427at7147,OU343114.1,OU343114.1_bin_670,100.0
72445at7147,OU343114.1,OU343114.1_bin_217,100.0
72683at7147,OU343114.1,OU343114.1_bin_107,100.0
72911at7147,OU343114.1,OU343114.1_bin_86,100.0
72959at7147,OU343114.1,OU343114.1_bin_845,100.0
72960at7147,OU343114.1,OU343114.1_bin_157,100.0
73073at7147,OU343114.1,OU343114.1_bin_328,100.0
73211at7147,OU343114.1,OU343114.1_bin_702,100.0
73241at7147,OU343114.1,OU343114.1_bin_86,100.0
73247at7147,OU343114.1,OU343114.1_bin_879,100.0
73249at7147,OU343114.1,OU343114.1_bin_900,100.0
73318at7147,OU343114.1,OU343114.1_bin_572,100.0
73368at7147,OU343114.1,OU343114.1_bin_313,49.961210240496506
73368at7147,OU343114.1,OU343114.1_bin_314,50.03878975950349
73561at7147,OU343114.1,OU343114.1_bin_545,100.0
73571at7147,OU343114.1,OU343114.1_bin_725,100.0
73599at7147,OU343114.1,OU343114.1_bin_197,100.0
73639at7147,OU343114.1,OU343114.1_bin_698,100.0
73648at7147,OU343114.1,OU343114.1_bin_930,84.54882571075402
73648at7147,OU343114.1,OU343114.1_bin_931,15.451174289245984
73667at7147,OU343114.1,OU343114.1_bin_699,100.0
73758at7147,OU343114.1,OU343114.1_bin_845,100.0
74012at7147,OU343114.1,OU343114.1_bin_144,100.0
74048at7147,OU343114.1,OU343114.1_bin_346,100.0
74082at7147,OU343114.1,OU343114.1_bin_47,100.0
74302at7147,OU343114.1,OU343114.1_bin_27,100.0
74309at7147,OU343114.1,OU343114.1_bin_258,100.0
74338at7147,OU343114.1,OU343114.1_bin_937,100.0
74373at7147,OU343114.1,OU343114.1_bin_261,100.0
74410at7147,OU343114.1,OU343114.1_bin_292,100.0
74474at7147,OU343114.1,OU343114.1_bin_480,100.0
74588at7147,OU343114.1,OU343114.1_bin_158,100.0
74668at7147,OU343114.1,OU343114.1_bin_934,100.0
74875at7147,OU343114.1,OU343114.1_bin_779,100.0
74916at7147,OU343114.1,OU343114.1_bin_545,100.0
75113at7147,OU343114.1,OU343114.1_bin_80,100.0
75206at7147,OU343114.1,OU343114.1_bin_552,100.0
75300at7147,OU343114.1,OU343114.1_bin_820,100.0
75376at7147,OU343114.1,OU343114.1_bin_311,100.0
75513at7147,OU343114.1,OU343114.1_bin_574,100.0
75531at7147,OU343114.1,OU343114.1_bin_311,100.0
75790at7147,OU343114.1,OU343114.1_bin_106,100.0
75814at7147,OU343114.1,OU343114.1_bin_511,100.0
75895at7147,OU343114.1,OU343114.1_bin_966,100.0
75936at7147,OU343114.1,OU343114.1_bin_193,100.0
75947at7147,OU343114.1,OU343114.1_bin_945,100.0
76308at7147,OU343114.1,OU343114.1_bin_351,100.0
76625at7147,OU343114.1,OU343114.1_bin_192,100.0
76807at7147,OU343114.1,OU343114.1_bin_35,100.0
76959at7147,OU343114.1,OU343114.1_bin_314,79.94410177332306
76959at7147,OU343114.1,OU343114.1_bin_315,20.055898226676945
76978at7147,OU343114.1,OU343114.1_bin_854,100.0
77031at7147,OU343114.1,OU343114.1_bin_314,100.0
77188at7147,OU343114.1,OU343114.1_bin_759,100.0
77231at7147,OU343114.1,OU343114.1_bin_582,100.0
87230at7147,OU343114.1,OU343114.1_bin_920,15.267175572519085
87230at7147,OU343114.1,OU343114.1_bin_921,84.7328244274809
94660at7147,OU343114.1,OU343114.1_bin_666,100.0
96682at7147,OU343114.1,OU343114.1_bin_665,83.59057261975666
96682at7147,OU343114.1,OU343114.1_bin_666,16.40942738024334
98278at7147,OU343114.1,OU343114.1_bin_193,100.0
98712at7147,OU343114.1,OU343114.1_bin_746,100.0
100019at7147,OU343114.1,OU343114.1_bin_694,100.0
105345at7147,OU343114.1,OU343114.1_bin_625,100.0
107932at7147,OU343114.1,OU343114.1_bin_166,100.0
116302at7147,OU343114.1,OU343114.1_bin_156,90.70048309178745
116302at7147,OU343114.1,OU343114.1_bin_157,9.29951690821256
117164at7147,OU343114.1,OU343114.1_bin_737,100.0
118254at7147,OU343114.1,OU343114.1_bin_691,100.0
119237at7147,OU343114.1,OU343114.1_bin_944,100.0
122994at7147,OU343114.1,OU343114.1_bin_861,100.0
126448at7147,OU343114.1,OU343114.1_bin_747,100.0
127852at7147,OU343114.1,OU343114.1_bin_826,100.0
133728at7147,OU343114.1,OU343114.1_bin_566,100.0
134526at7147,OU343114.1,OU343114.1_bin_703,100.0
135865at7147,OU343114.1,OU343114.1_bin_357,100.0
140441at7147,OU343114.1,OU343114.1_bin_97,100.0
142673at7147,OU343114.1,OU343114.1_bin_820,100.0
145278at7147,OU343114.1,OU343114.1_bin_40,100.0
148008at7147,OU343114.1,OU343114.1_bin_506,95.28301886792453
148008at7147,OU343114.1,OU343114.1_bin_507,4.716981132075472
148910at7147,OU343114.1,OU343114.1_bin_288,100.0
149858at7147,OU343114.1,OU343114.1_bin_930,100.0
150523at7147,OU343114.1,OU343114.1_bin_408,100.0
151630at7147,OU343114.1,OU343114.1_bin_336,29.85837922895358
151630at7147,OU343114.1,OU343114.1_bin_337,70.14162077104642
161871at7147,OU343114.1,OU343114.1_bin_856,100.0
161996at7147,OU343114.1,OU343114.1_bin_882,100.0
162238at7147,OU343114.1,OU343114.1_bin_105,100.0
162448at7147,OU343114.1,OU343114.1_bin_751,100.0
162661at7147,OU343114.1,OU343114.1_bin_948,100.0
162738at7147,OU343114.1,OU343114.1_bin_750,100.0
162812at7147,OU343114.1,OU343114.1_bin_207,100.0
162863at7147,OU343114.1,OU343114.1_bin_946,100.0
162892at7147,OU343114.1,OU343114.1_bin_927,100.0
162997at7147,OU343114.1,OU343114.1_bin_504,100.0
163039at7147,OU343114.1,OU343114.1_bin_101,100.0
163141at7147,OU343114.1,OU343114.1_bin_351,54.2604501607717
163141at7147,OU343114.1,OU343114.1_bin_352,45.739549839228296
163264at7147,OU343114.1,OU343114.1_bin_302,100.0
163419at7147,OU343114.1,OU343114.1_bin_801,100.0
163715at7147,OU343114.1,OU343114.1_bin_427,100.0
163805at7147,OU343114.1,OU343114.1_bin_82,100.0
163816at7147,OU343114.1,OU343114.1_bin_489,100.0
163838at7147,OU343114.1,OU343114.1_bin_196,100.0
164175at7147,OU343114.1,OU343114.1_bin_292,100.0
164185at7147,OU343114.1,OU343114.1_bin_533,100.0
164400at7147,OU343114.1,OU343114.1_bin_20,100.0
164861at7147,OU343114.1,OU343114.1_bin_380,100.0
164964at7147,OU343114.1,OU343114.1_bin_112,100.0
164984at7147,OU343114.1,OU343114.1_bin_380,100.0
165155at7147,OU343114.1,OU343114.1_bin_971,100.0
165235at7147,OU343114.1,OU343114.1_bin_742,100.0
165507at7147,OU343114.1,OU343114.1_bin_899,100.0
165515at7147,OU343114.1,OU343114.1_bin_814,100.0
165522at7147,OU343114.1,OU343114.1_bin_742,100.0
165541at7147,OU343114.1,OU343114.1_bin_558,100.0
165544at7147,OU343114.1,OU343114.1_bin_326,100.0
165549at7147,OU343114.1,OU343114.1_bin_875,100.0
165627at7147,OU343114.1,OU343114.1_bin_830,100.0
165697at7147,OU343114.1,OU343114.1_bin_337,100.0
165800at7147,OU343114.1,OU343114.1_bin_499,100.0
165803at7147,OU343114.1,OU343114.1_bin_499,100.0
166453at7147,OU343114.1,OU343114.1_bin_91,100.0
166470at7147,OU343114.1,OU343114.1_bin_361,100.0
166675at7147,OU343114.1,OU343114.1_bin_130,100.0
166680at7147,OU343114.1,OU343114.1_bin_362,100.0
166809at7147,OU343114.1,OU343114.1_bin_248,100.0
166932at7147,OU343114.1,OU343114.1_bin_799,100.0
166933at7147,OU343114.1,OU343114.1_bin_157,100.0
167369at7147,OU343114.1,OU343114.1_bin_316,26.72716273442226
167369at7147,OU343114.1,OU343114.1_bin_317,73.27283726557773
167430at7147,OU343114.1,OU343114.1_bin_479,100.0
167536at7147,OU343114.1,OU343114.1_bin_882,100.0
167851at7147,OU343114.1,OU343114.1_bin_682,100.0
168032at7147,OU343114.1,OU343114.1_bin_314,100.0
59885at7147,OU343115.1,OU343115.1_bin_542,100.0
59971at7147,OU343115.1,OU343115.1_bin_599,100.0
60031at7147,OU343115.1,OU343115.1_bin_664,100.0
60086at7147,OU343115.1,OU343115.1_bin_47,100.0
60158at7147,OU343115.1,OU343115.1_bin_396,100.0
60242at7147,OU343115.1,OU343115.1_bin_589,100.0
60375at7147,OU343115.1,OU343115.1_bin_347,100.0
60394at7147,OU343115.1,OU343115.1_bin_599,100.0
60412at7147,OU343115.1,OU343115.1_bin_431,100.0
60416at7147,OU343115.1,OU343115.1_bin_192,100.0
60554at7147,OU343115.1,OU343115.1_bin_305,100.0
60603at7147,OU343115.1,OU343115.1_bin_191,100.0
60650at7147,OU343115.1,OU343115.1_bin_23,100.0
60759at7147,OU343115.1,OU343115.1_bin_490,100.0
60771at7147,OU343115.1,OU343115.1_bin_594,100.0
60815at7147,OU343115.1,OU343115.1_bin_583,75.80364900086882
60815at7147,OU343115.1,OU343115.1_bin_584,24.19635099913119
60819at7147,OU343115.1,OU343115.1_bin_522,100.0
60829at7147,OU343115.1,OU343115.1_bin_56,100.0
61054at7147,OU343115.1,OU343115.1_bin_122,100.0
61331at7147,OU343115.1,OU343115.1_bin_553,100.0
61375at7147,OU343115.1,OU343115.1_bin_459,100.0
61379at7147,OU343115.1,OU343115.1_bin_602,100.0
61391at7147,OU343115.1,OU343115.1_bin_192,100.0
61444at7147,OU343115.1,OU343115.1_bin_11,100.0
61498at7147,OU343115.1,OU343115.1_bin_120,100.0
61562at7147,OU343115.1,OU343115.1_bin_100,100.0
61663at7147,OU343115.1,OU343115.1_bin_312,100.0
61699at7147,OU343115.1,OU343115.1_bin_523,100.0
61808at7147,OU343115.1,OU343115.1_bin_665,100.0
61874at7147,OU343115.1,OU343115.1_bin_517,19.956178930701938
61874at7147,OU343115.1,OU343115.1_bin_518,80.04382106929806
61922at7147,OU343115.1,OU343115.1_bin_329,100.0
61968at7147,OU343115.1,OU343115.1_bin_595,100.0
62055at7147,OU343115.1,OU343115.1_bin_65,100.0
62100at7147,OU343115.1,OU343115.1_bin_426,100.0
62123at7147,OU343115.1,OU343115.1_bin_48,100.0
62191at7147,OU343115.1,OU343115.1_bin_59,100.0
62295at7147,OU343115.1,OU343115.1_bin_594,100.0
62349at7147,OU343115.1,OU343115.1_bin_243,100.0
62350at7147,OU343115.1,OU343115.1_bin_570,100.0
62423at7147,OU343115.1,OU343115.1_bin_550,100.0
62682at7147,OU343115.1,OU343115.1_bin_617,100.0
62696at7147,OU343115.1,OU343115.1_bin_38,100.0
62792at7147,OU343115.1,OU343115.1_bin_690,48.523740923444066
62792at7147,OU343115.1,OU343115.1_bin_691,51.476259076555934
62818at7147,OU343115.1,OU343115.1_bin_203,75.52427841250751
62818at7147,OU343115.1,OU343115.1_bin_204,24.475721587492483
62838at7147,OU343115.1,OU343115.1_bin_550,100.0
62912at7147,OU343115.1,OU343115.1_bin_222,100.0
62969at7147,OU343115.1,OU343115.1_bin_605,100.0
63216at7147,OU343115.1,OU343115.1_bin_480,100.0
63274at7147,OU343115.1,OU343115.1_bin_550,94.53678949203767
63274at7147,OU343115.1,OU343115.1_bin_551,5.463210507962338
63303at7147,OU343115.1,OU343115.1_bin_345,100.0
63321at7147,OU343115.1,OU343115.1_bin_550,100.0
63515at7147,OU343115.1,OU343115.1_bin_590,100.0
63541at7147,OU343115.1,OU343115.1_bin_52,100.0
63583at7147,OU343115.1,OU343115.1_bin_338,100.0
63635at7147,OU343115.1,OU343115.1_bin_573,100.0
63658at7147,OU343115.1,OU343115.1_bin_517,100.0
63677at7147,OU343115.1,OU343115.1_bin_25,100.0
63723at7147,OU343115.1,OU343115.1_bin_127,100.0
63748at7147,OU343115.1,OU343115.1_bin_568,100.0
63826at7147,OU343115.1,OU343115.1_bin_642,100.0
63836at7147,OU343115.1,OU343115.1_bin_66,100.0
63890at7147,OU343115.1,OU343115.1_bin_131,100.0
63905at7147,OU343115.1,OU343115.1_bin_520,100.0
64043at7147,OU343115.1,OU343115.1_bin_458,100.0
64192at7147,OU343115.1,OU343115.1_bin_619,100.0
64216at7147,OU343115.1,OU343115.1_bin_86,100.0
64379at7147,OU343115.1,OU343115.1_bin_18,100.0
64472at7147,OU343115.1,OU343115.1_bin_80,100.0
64717at7147,OU343115.1,OU343115.1_bin_477,100.0
64850at7147,OU343115.1,OU343115.1_bin_50,100.0
64947at7147,OU343115.1,OU343115.1_bin_583,100.0
65008at7147,OU343115.1,OU343115.1_bin_395,100.0
65012at7147,OU343115.1,OU343115.1_bin_670,100.0
65157at7147,OU343115.1,OU343115.1_bin_223,95.63200481594929
65157at7147,OU343115.1,OU343115.1_bin_224,4.3679951840507085
65184at7147,OU343115.1,OU343115.1_bin_298,12.856665180561746
65184at7147,OU343115.1,OU343115.1_bin_299,87.14333481943825
65343at7147,OU343115.1,OU343115.1_bin_685,100.0
65377at7147,OU343115.1,OU343115.1_bin_73,100.0
65476at7147,OU343115.1,OU343115.1_bin_59,100.0
65550at7147,OU343115.1,OU343115.1_bin_538,77.63347763347764
65550at7147,OU343115.1,OU343115.1_bin_539,22.366522366522368
65571at7147,OU343115.1,OU343115.1_bin_681,100.0
65657at7147,OU343115.1,OU343115.1_bin_581,100.0
65866at7147,OU343115.1,OU343115.1_bin_498,100.0
65894at7147,OU343115.1,OU343115.1_bin_481,100.0
65934at7147,OU343115.1,OU343115.1_bin_537,100.0
65956at7147,OU343115.1,OU343115.1_bin_165,100.0
65990at7147,OU343115.1,OU343115.1_bin_510,100.0
66044at7147,OU343115.1,OU343115.1_bin_583,100.0
66070at7147,OU343115.1,OU343115.1_bin_635,100.0
66139at7147,OU343115.1,OU343115.1_bin_522,100.0
66177at7147,OU343115.1,OU343115.1_bin_654,100.0
66213at7147,OU343115.1,OU343115.1_bin_714,73.22230501238496
66213at7147,OU343115.1,OU343115.1_bin_715,26.777694987615043
66247at7147,OU343115.1,OU343115.1_bin_86,100.0
66352at7147,OU343115.1,OU343115.1_bin_593,100.0
66525at7147,OU343115.1,OU343115.1_bin_256,100.0
66557at7147,OU343115.1,OU343115.1_bin_345,100.0
66590at7147,OU343115.1,OU343115.1_bin_689,100.0
66610at7147,OU343115.1,OU343115.1_bin_646,100.0
66632at7147,OU343115.1,OU343115.1_bin_593,100.0
66704at7147,OU343115.1,OU343115.1_bin_522,100.0
66707at7147,OU343115.1,OU343115.1_bin_277,100.0
66722at7147,OU343115.1,OU343115.1_bin_206,100.0
66740at7147,OU343115.1,OU343115.1_bin_212,100.0
66744at7147,OU343115.1,OU343115.1_bin_490,100.0
66761at7147,OU343115.1,OU343115.1_bin_684,100.0
66787at7147,OU343115.1,OU343115.1_bin_158,100.0
66795at7147,OU343115.1,OU343115.1_bin_116,100.0
66810at7147,OU343115.1,OU343115.1_bin_658,100.0
66992at7147,OU343115.1,OU343115.1_bin_474,100.0
66998at7147,OU343115.1,OU343115.1_bin_707,100.0
