busco_id,chromosome,query_bin,query_overlap_percentage,expected_position,position_deviation,standard_deviations,position_specific_bit_score,overall_match_bit_score,e_value
60514at7147,OU343114.1,OU343114.1_bin_947,100.0,580.2106096721722,366.78939032782785,1.387897128665506,1.5863828545066816,2.3127987732492463,464.54242616777896
60545at7147,OU343114.1,OU343114.1_bin_898,100.0,333.0680921944304,564.9319078055696,1.4130627795491348,1.5863828545066176,1.5863828545066176,464.54242616779953
60612at7147,OU343114.1,OU343114.1_bin_906,100.0,491.57846763089526,414.42153236910474,1.1507336821204783,1.5863828545066812,1.5863828545066812,464.54242616777907
60656at7147,OU343114.1,OU343114.1_bin_567,100.0,328.4060223286369,238.59397767136312,0.9983372384350172,1.5863828545066812,1.5863828545066812,464.54242616777907
60708at7147,OU343114.1,OU343114.1_bin_384,100.0,354.0474065904202,29.952593409579777,0.20916908403305054,1.5863828545066812,1.5863828545066812,464.54242616777907
60719at7147,OU343114.1,OU343114.1_bin_178,100.0,486.5833927747038,308.5833927747038,1.1174666301469305,1.5863828545066812,1.5863828545066812,464.54242616777907
60739at7147,OU343114.1,OU343114.1_bin_798,100.0,529.8740415283642,268.12595847163584,1.154616055976524,1.5863828545066807,1.5863828545066807,464.5424261677792
60817at7147,OU343114.1,OU343114.1_bin_244,100.0,381.0208108138549,137.0208108138549,0.7757862216168057,1.5863828545066807,1.5863828545066807,464.5424261677792
60826at7147,OU343114.1,OU343114.1_bin_815,54.7508122693981,472.3255843071869,342.6744156928131,1.3644841192927615,2.455450792317522,2.9614603904020522,254.3371885320968
60885at7147,OU343114.1,OU343114.1_bin_562,100.0,294.6589454197325,267.3410545802675,0.9987601808786489,1.0021307269200639,1.0021307269200639,696.4706174568009
60941at7147,OU343114.1,OU343114.1_bin_411,100.0,626.7784937384811,215.77849373848107,0.8722252446019283,1.5863828545066807,1.5863828545066807,464.5424261677792
60973at7147,OU343114.1,OU343114.1_bin_801,100.0,531.9256852742974,269.0743147257026,1.1499630366205753,1.5863828545066807,2.3084120784585043,464.5424261677792
61024at7147,OU343114.1,OU343114.1_bin_378,100.0,732.6740806897426,354.6740806897426,0.8669783526983456,1.5863828545066807,1.5863828545066807,464.5424261677792
61053at7147,OU343114.1,OU343114.1_bin_861,100.0,675.3972223387461,185.60277766125387,0.39087938681525686,1.5863828545066803,1.5863828545066803,464.5424261677793
61113at7147,OU343114.1,OU343114.1_bin_619,100.0,789.617934050327,170.617934050327,0.5553825016274153,1.5863828545066803,1.5863828545066803,464.5424261677793
61242at7147,OU343114.1,OU343114.1_bin_582,97.06593723006046,833.4342467490064,251.43424674900643,0.9945212751205588,1.045033286309617,2.9863937534955696,676.0640487718244
61255at7147,OU343114.1,OU343114.1_bin_906,100.0,491.5463992503191,414.4536007496809,1.1508366522986524,1.5863828545066794,2.4669805724240925,464.54242616777964
61286at7147,OU343114.1,OU343114.1_bin_491,100.0,490.73788932349913,0.2621106765008676,0.013359019991288162,0.004259750034686408,0.004259750034686408,1390.8871508082439
61306at7147,OU343114.1,OU343114.1_bin_112,100.0,474.2622081294206,362.2622081294206,1.1463085904388113,1.5863828545067127,1.5863828545067127,464.5424261677689
61340at7147,OU343114.1,OU343114.1_bin_84,100.0,343.3912468972118,259.3912468972118,1.0122860719510562,1.5863828545066803,1.5863828545066803,464.5424261677793
61388at7147,OU343114.1,OU343114.1_bin_907,100.0,588.4829198410126,318.51708015898737,0.7707323332591173,1.5863828545066798,1.5863828545066798,464.54242616777947
61398at7147,OU343114.1,OU343114.1_bin_633,100.0,821.2534081395406,188.25340813954062,0.5721280258643752,1.5863828545066798,1.5863828545066798,464.54242616777947
61497at7147,OU343114.1,OU343114.1_bin_937,100.0,926.149980119564,10.85001988043598,0.03329279822303489,1.5863828545066798,1.5863828545066798,464.54242616777947
61509at7147,OU343114.1,OU343114.1_bin_408,100.0,623.7814488247665,215.78144882476647,0.8813477862891334,1.5863828545066798,1.5863828545066798,464.54242616777947
61559at7147,OU343114.1,OU343114.1_bin_555,100.0,409.9922449797663,145.00775502023367,0.7238265519128543,1.5863828545066798,1.5863828545066798,464.54242616777947
61710at7147,OU343114.1,OU343114.1_bin_266,57.95548227535037,682.6580631497067,416.65806314970666,0.8363856351664376,2.3732523080737873,2.498282493845914,269.24898550028576
61713at7147,OU343114.1,OU343114.1_bin_547,100.0,378.02376590014035,168.97623409985965,0.7129093514586584,1.5863828545066794,1.5863828545066794,464.54242616777964
61750at7147,OU343114.1,OU343114.1_bin_85,100.0,343.391246897212,258.391246897212,1.00924892867777,1.5863828545066794,1.5863828545066794,464.54242616777964
61769at7147,OU343114.1,OU343114.1_bin_109,100.0,538.532171279097,429.53217127909704,0.9819812019788668,1.586382854506679,1.586382854506679,464.5424261677798
61842at7147,OU343114.1,OU343114.1_bin_553,100.0,379.82728762771706,173.17271237228294,0.7190432623718369,1.586382854506679,2.0967331211591658,464.5424261677798
61879at7147,OU343114.1,OU343114.1_bin_619,100.0,790.2839440311516,171.28394403115158,0.5558582441252655,1.586382854506682,1.586382854506682,464.5424261677788
61890at7147,OU343114.1,OU343114.1_bin_295,100.0,220.84541042531168,74.15458957468832,1.2819054725798429,1.586382854506679,1.586382854506679,464.5424261677798
61928at7147,OU343114.1,OU343114.1_bin_566,100.0,206.52619583756245,359.47380416243755,1.4077221620104836,1.586382854506679,1.586382854506679,464.5424261677798
61938at7147,OU343114.1,OU343114.1_bin_205,100.0,311.4227678175859,106.4227678175859,1.303664140112397,1.586382854506679,1.586382854506679,464.5424261677798
61986at7147,OU343114.1,OU343114.1_bin_506,100.0,734.6721106322184,228.6721106322184,0.6619578563648164,1.5863828545066827,1.5863828545066827,464.54242616777856
62045at7147,OU343114.1,OU343114.1_bin_57,100.0,239.9247648485163,182.9247648485163,0.6502643110886088,1.5863828545066787,2.153117458150305,464.54242616777987
62066at7147,OU343114.1,OU343114.1_bin_170,100.0,185.21387645114504,15.21387645114504,0.15892394079164732,1.5863828545066787,1.5863828545066785,464.54242616777987
62144at7147,OU343114.1,OU343114.1_bin_121,100.0,543.1942411448761,422.19424114487606,1.3519975040839451,1.5863828545066787,1.5863828545066785,464.54242616777987
62147at7147,OU343114.1,OU343114.1_bin_840,100.0,466.6030933499381,373.3969066500619,1.412912574122251,1.5863828545066787,1.5863828545066785,464.54242616777987
62503at7147,OU343114.1,OU343114.1_bin_688,100.0,244.5320915183098,443.4679084816902,1.5893619548633378,2.0010650360065743,2.4331482933669775,348.49263844385314
62557at7147,OU343114.1,OU343114.1_bin_365,100.0,713.0267862553903,348.02678625539033,0.8977507014232086,1.5863828545066783,1.5863828545066783,464.54242616778004
62560at7147,OU343114.1,OU343114.1_bin_49,100.0,389.0129305837621,340.0129305837621,1.412671624791952,1.5863828545066783,1.5863828545066783,464.54242616778004
62613at7147,OU343114.1,OU343114.1_bin_899,94.96537027171019,761.2957597142247,137.7042402857753,0.23988866417915486,1.6608390193972273,2.6833145334576622,441.1759654980014
62957at7147,OU343114.1,OU343114.1_bin_157,100.0,169.56264190174483,12.562641901744826,0.10778264616525034,1.5863828545066776,1.5863828545066776,464.54242616778015
63014at7147,OU343114.1,OU343114.1_bin_41,100.0,370.03164613023426,329.03164613023426,1.2537287418809155,1.5863828545066776,1.5863828545066776,464.54242616778015
63030at7147,OU343114.1,OU343114.1_bin_466,100.0,684.7213620703047,218.72136207030474,0.7289430429718722,1.5863828545066776,1.5863828545066776,464.54242616778015
63036at7147,OU343114.1,OU343114.1_bin_695,100.0,497.57998346961267,197.42001653038733,1.1306203490795934,1.5863828545066776,2.9662042140349163,464.54242616778015
63096at7147,OU343114.1,OU343114.1_bin_559,100.0,344.72326685886344,214.27673314113656,1.0127060491108422,1.5863828545066776,1.5863828545066776,464.54242616778015
63138at7147,OU343114.1,OU343114.1_bin_150,75.54921088111666,463.33837902492974,313.33837902492974,0.7606620942025241,1.990878727109789,2.4777866624160585,350.9619165502676
63142at7147,OU343114.1,OU343114.1_bin_891,100.0,429.30653442370806,461.69346557629194,1.282966030956051,1.5863828545066772,1.5863828545066772,464.5424261677803
63177at7147,OU343114.1,OU343114.1_bin_396,100.0,636.3287105580315,240.3287105580315,0.8999032912323699,1.5863828545066772,2.135790531195916,464.5424261677803
63447at7147,OU343114.1,OU343114.1_bin_837,100.0,466.2700883595259,370.7299116404741,1.4134282424663214,1.5863828545066772,1.5863828545066772,464.5424261677803
63476at7147,OU343114.1,OU343114.1_bin_85,100.0,343.391246897212,258.391246897212,1.00924892867777,1.5863828545066794,1.5863828545066794,464.54242616777964
63492at7147,OU343114.1,OU343114.1_bin_207,100.0,151.2473674290424,55.75263257095759,0.8999457547125478,1.586382854506677,1.5863828545066767,464.54242616778043
63539at7147,OU343114.1,OU343114.1_bin_466,100.0,392.6759854783205,73.32401452167949,0.6419171927575993,1.5863828545066128,1.5863828545066128,464.54242616780107
63582at7147,OU343114.1,OU343114.1_bin_855,100.0,673.3991923962687,181.60080760373125,0.383075021570858,1.586382854506682,1.586382854506682,464.5424261677788
63585at7147,OU343114.1,OU343114.1_bin_738,100.0,737.0094181413166,0.990581858683413,0.037616431721925365,0.004259750034683516,0.004259750034683516,1390.8871508082466
63672at7147,OU343114.1,OU343114.1_bin_326,100.0,326.22451987030115,0.22451987030115106,0.01153616126758136,0.004259750034690906,0.004259750034690906,1390.8871508082395
63673at7147,OU343114.1,OU343114.1_bin_920,95.52005012531328,431.62265073302694,488.37734926697306,1.2942441171443035,1.6525080451273018,2.722995826544649,443.73094628694366
63727at7147,OU343114.1,OU343114.1_bin_562,100.0,300.15082293286525,261.84917706713475,0.9987324472766926,1.0021307269201862,1.0021307269201862,696.4706174567419
63777at7147,OU343114.1,OU343114.1_bin_954,100.0,706.5497589065989,247.45024109340113,0.9999552634154343,1.00213072692006,1.00213072692006,696.4706174568029
63804at7147,OU343114.1,OU343114.1_bin_311,100.0,594.477009668443,283.477009668443,0.6907646389525102,1.586382854506679,1.586382854506679,464.5424261677798
63838at7147,OU343114.1,OU343114.1_bin_908,71.14461960246744,319.6517873376728,588.3482126623272,1.4137432016629252,2.07764938972398,2.157412798015481,330.4756160425693
63904at7147,OU343114.1,OU343114.1_bin_760,53.88679538479468,512.7107978199961,247.28920218000394,0.9630417450199844,2.478292128252326,2.742944854490226,250.3421276621154
63959at7147,OU343114.1,OU343114.1_bin_100,100.0,606.46518932329,506.46518932329,1.0639501986925322,1.5863828545067091,1.5863828545067091,464.54242616777003
64036at7147,OU343114.1,OU343114.1_bin_876,100.0,426.98425752206646,449.01574247793354,1.270084294202656,1.586382854506677,2.908180527669548,464.54242616778043
64050at7147,OU343114.1,OU343114.1_bin_812,100.0,800.9401037243588,11.059896275641222,0.023674543005948304,1.586382854506685,1.5863828545066851,464.5424261677779
64130at7147,OU343114.1,OU343114.1_bin_247,100.0,626.1124837576572,379.1124837576572,0.7297808390571084,1.586382854506677,1.5863828545066767,464.54242616778043
64158at7147,OU343114.1,OU343114.1_bin_554,100.0,409.62097771595603,144.37902228404397,0.7213596620899946,1.586382854506677,2.4107892617035303,464.54242616778043
64167at7147,OU343114.1,OU343114.1_bin_594,100.0,593.4341138912499,0.5658861087500782,0.026102484274280725,0.004259750034692512,0.004259750034692512,1390.887150808238
64183at7147,OU343114.1,OU343114.1_bin_593,100.0,372.0296760727111,220.97032392728892,1.2146019660664358,1.586382854506677,1.5863828545066767,464.54242616778043
64195at7147,OU343114.1,OU343114.1_bin_348,100.0,422.32178805029935,74.32178805029935,1.0344363621707,1.5863828545066765,2.924579506191642,464.54242616778055
64274at7147,OU343114.1,OU343114.1_bin_944,100.0,708.6977213800251,235.3022786199749,1.1681545550451349,1.5863828545066765,1.5863828545066765,464.54242616778055
64333at7147,OU343114.1,OU343114.1_bin_333,100.0,263.8030541885598,69.19694581144017,0.5676575486591363,1.5863828545066765,1.5863828545066765,464.54242616778055
64346at7147,OU343114.1,OU343114.1_bin_110,100.0,601.8031194575249,491.8031194575249,0.938648545164851,1.5863828545066765,1.5863828545066765,464.54242616778055
64351at7147,OU343114.1,OU343114.1_bin_122,100.0,508.5617221419483,386.5617221419483,1.391162091971598,1.5863828545066765,1.5863828545066765,464.54242616778055
64411at7147,OU343114.1,OU343114.1_bin_691,100.0,688.0514119744333,2.9485880255666643,0.005447637685309264,1.5863828545066765,1.5863828545066765,464.54242616778055
64413at7147,OU343114.1,OU343114.1_bin_132,100.0,488.24841772676905,356.24841772676905,1.1045701601854125,1.5863828545066765,1.5863828545066765,464.54242616778055
64480at7147,OU343114.1,OU343114.1_bin_110,100.0,712.6937812649624,602.6937812649624,0.7552611456304238,1.5863828545067091,1.5863828545067091,464.54242616777003
64505at7147,OU343114.1,OU343114.1_bin_310,100.0,361.3735163795086,51.3735163795086,0.18667568859350359,1.5863828545066516,1.5863828545066516,464.54242616778856
64519at7147,OU343114.1,OU343114.1_bin_336,100.0,263.4700491981472,72.5299508018528,0.5867969879868374,1.586382854506676,1.5863828545066763,464.5424261677807
64696at7147,OU343114.1,OU343114.1_bin_183,100.0,451.14709962641757,268.14709962641757,1.1932211634994778,1.586382854506676,2.0972901327285225,464.5424261677807
64810at7147,OU343114.1,OU343114.1_bin_408,100.0,626.1124837576554,218.11248375765535,0.8791667280118968,1.5863828545066812,1.5863828545066812,464.54242616777907
64968at7147,OU343114.1,OU343114.1_bin_88,100.0,376.35874094808855,288.35874094808855,1.167437998313926,1.5863828545066334,1.5863828545066336,464.5424261677944
65041at7147,OU343114.1,OU343114.1_bin_392,100.0,396.00603538243104,4.006035382431037,0.044672531160140874,1.586382854506676,1.5863828545066763,464.5424261677807
65076at7147,OU343114.1,OU343114.1_bin_897,73.46555323590815,1141.2741515298217,244.27415152982167,0.9871329709248536,1.4469030262282718,1.7884879680393126,511.697147418938
65138at7147,OU343114.1,OU343114.1_bin_787,100.0,900.5085958577829,113.5085958577829,0.3616177946013586,1.586382854506676,1.5863828545066763,464.5424261677807
65151at7147,OU343114.1,OU343114.1_bin_899,100.0,872.2031716726982,26.796828327301796,0.10794196012960619,1.5863828545066743,1.5863828545066745,464.5424261677813
65217at7147,OU343114.1,OU343114.1_bin_285,100.0,662.4100277126499,377.41002771264993,0.9128776117657992,1.5863828545066756,1.5863828545066756,464.5424261677809
65232at7147,OU343114.1,OU343114.1_bin_9,100.0,450.618853810126,441.618853810126,1.4122155639835348,1.5863828545066756,1.5863828545066756,464.5424261677809
65323at7147,OU343114.1,OU343114.1_bin_195,100.0,283.675190393392,88.67519039339197,0.9900231330699526,1.002130726920187,1.002130726920187,696.4706174567417
65376at7147,OU343114.1,OU343114.1_bin_695,100.0,780.9598042995985,85.95980429959855,0.18846770103765562,1.5863828545066738,1.5863828545066738,464.5424261677814
65380at7147,OU343114.1,OU343114.1_bin_86,100.0,307.0937029422206,221.0937029422206,0.8108674572614555,1.5863828545066756,1.5863828545066756,464.5424261677809
65433at7147,OU343114.1,OU343114.1_bin_752,100.0,844.89676245885,92.89676245885005,0.4068141418307759,1.5863828545066756,1.5863828545066756,464.5424261677809
65523at7147,OU343114.1,OU343114.1_bin_953,100.0,898.177560924894,54.82243907510599,0.1596431771109844,1.586382854506675,1.586382854506675,464.542426167781
65537at7147,OU343114.1,OU343114.1_bin_683,100.0,915.8232622633737,232.82326226337375,0.7092250391794186,1.586382854506675,3.226790857789564,464.542426167781
65643at7147,OU343114.1,OU343114.1_bin_111,100.0,150.87160689340942,39.87160689340942,0.9314244509582642,1.0021307269200592,1.0021307269200592,696.4706174568033
65754at7147,OU343114.1,OU343114.1_bin_872,100.0,513.4451202223715,358.55487977762846,1.6521229859893594,2.585672131416875,2.585672131416875,232.38566636646976
65801at7147,OU343114.1,OU343114.1_bin_100,100.0,512.9699090030375,412.9699090030375,0.7533169875508311,1.5863828545066738,2.202574893390369,464.5424261677814
65992at7147,OU343114.1,OU343114.1_bin_948,100.0,887.8544062220981,60.14559377790192,0.18176428308232612,1.5863828545066747,1.5863828545066747,464.5424261677811
66007at7147,OU343114.1,OU343114.1_bin_300,100.0,647.7578081344883,347.7578081344883,0.8098538071159259,1.5863828545066747,1.5863828545066747,464.5424261677811
66048at7147,OU343114.1,OU343114.1_bin_440,100.0,370.69765611106055,69.30234388893945,1.3242514159758474,1.5863828545066747,1.5863828545066747,464.5424261677811
66069at7147,OU343114.1,OU343114.1_bin_909,100.0,492.36653589342944,416.63346410657056,1.0005021539672352,1.0021307269200581,1.0021307269200581,696.4706174568038
66228at7147,OU343114.1,OU343114.1_bin_313,100.0,313.26286045883876,0.26286045883875886,0.013394919359739178,0.004259750034683837,0.004259750034683837,1390.8871508082464
66341at7147,OU343114.1,OU343114.1_bin_13,100.0,318.415872616255,305.415872616255,1.396711861057345,1.5863828545066747,1.5863828545066747,464.5424261677811
66348at7147,OU343114.1,OU343114.1_bin_438,100.0,287.1134035174544,150.8865964825456,0.9497846308949611,1.5863828545066747,1.5863828545066747,464.5424261677811
66349at7147,OU343114.1,OU343114.1_bin_785,100.0,899.8425858769581,114.84258587695808,0.3646723890601626,1.5863828545066747,1.5863828545066747,464.5424261677811
66361at7147,OU343114.1,OU343114.1_bin_505,100.0,376.69174593849067,128.30825406150933,0.7934180030149286,1.5863828545066743,1.5863828545066745,464.5424261677813
66364at7147,OU343114.1,OU343114.1_bin_318,100.0,318.24811407862967,0.24811407862966917,0.012685494615754361,0.004259750034696368,0.004259750034696368,1390.8871508082343
66414at7147,OU343114.1,OU343114.1_bin_567,100.0,202.39973119836412,364.6002688016359,1.4101141967805757,1.5863828545066747,2.103745879948823,464.5424261677811
66457at7147,OU343114.1,OU343114.1_bin_91,100.0,354.04740659042193,263.04740659042193,1.2052422772468292,1.5863828545066743,1.5863828545066745,464.5424261677813
66515at7147,OU343114.1,OU343114.1_bin_112,100.0,344.72326685886503,232.72326685886503,1.3946208491191088,1.586382854506671,1.586382854506671,464.54242616778237
66538at7147,OU343114.1,OU343114.1_bin_345,100.0,419.6493897017443,74.64938970174433,0.7685816118142414,1.5863828545066538,1.5863828545066536,464.5424261677878
66567at7147,OU343114.1,OU343114.1_bin_891,100.0,879.5292814617806,11.470718538219444,0.02833140666732031,1.586382854506672,1.586382854506672,464.54242616778197
66702at7147,OU343114.1,OU343114.1_bin_47,100.0,387.01490064128666,340.01490064128666,1.4125086312176731,1.5863828545066738,1.5863828545066738,464.5424261677814
66757at7147,OU343114.1,OU343114.1_bin_862,100.0,674.0652023770979,187.93479762290212,0.3963900329670251,1.5863828545066738,1.5863828545066738,464.5424261677814
66927at7147,OU343114.1,OU343114.1_bin_738,100.0,548.5223209914836,189.47767900851636,1.0362276155865038,1.5863828545066696,1.5863828545066696,464.5424261677828
67025at7147,OU343114.1,OU343114.1_bin_559,100.0,344.3902618684507,214.6097381315493,1.0121136250182683,1.5863828545066776,1.5863828545066776,464.54242616778015
67045at7147,OU343114.1,OU343114.1_bin_556,100.0,410.2286119219606,145.77138807803942,0.7270021034675853,1.586382854506683,2.15623084886931,464.54242616777844
67170at7147,OU343114.1,OU343114.1_bin_156,100.0,545.5252760777673,389.52527607776733,0.7508699516039525,1.5863828545066738,1.5863828545066738,464.5424261677814
67195at7147,OU343114.1,OU343114.1_bin_257,100.0,608.7962242561944,351.79622425619436,0.8676528431347609,1.5863828545066738,1.5863828545066738,464.5424261677814
67335at7147,OU343114.1,OU343114.1_bin_932,100.0,672.0671724346213,259.9328275653787,0.5811657243967301,1.5863828545066738,1.5863828545066738,464.5424261677814
67347at7147,OU343114.1,OU343114.1_bin_931,100.0,670.7351524729702,260.2648475270298,0.5822671935541094,1.5863828545066738,1.5863828545066738,464.5424261677814
67866at7147,OU343114.1,OU343114.1_bin_147,100.0,475.5942280910813,328.5942280910813,0.7595476436431386,1.5863828545066843,1.5863828545066843,464.5424261677781
67899at7147,OU343114.1,OU343114.1_bin_782,100.0,878.8632714809543,96.86327148095427,0.3344288969327382,1.5863828545066734,1.5863828545066732,464.54242616778157
67901at7147,OU343114.1,OU343114.1_bin_371,100.0,730.010040766444,359.01004076644404,0.8783418798810237,1.5863828545066734,1.5863828545066732,464.54242616778157
67949at7147,OU343114.1,OU343114.1_bin_707,68.7500510299893,422.04705893320966,284.95294106679034,1.1707580252177845,2.1269505800997077,2.695168728138072,319.37306315971284
67989at7147,OU343114.1,OU343114.1_bin_546,100.0,378.02376590014194,167.97623409985806,0.7129373638809843,1.5863828545066734,1.5863828545066732,464.54242616778157
68004at7147,OU343114.1,OU343114.1_bin_931,100.0,670.7351524729702,260.2648475270298,0.5822671935541094,1.5863828545066738,1.5863828545066738,464.5424261677814
68211at7147,OU343114.1,OU343114.1_bin_532,100.0,447.6218088964324,84.37819110356759,0.6767557551386848,1.5863828545066065,1.5863828545066065,464.5424261678031
68417at7147,OU343114.1,OU343114.1_bin_337,100.0,263.13704420773337,73.86295579226663,0.5956785078249859,1.5863828545066816,1.5863828545066816,464.54242616777896
68482at7147,OU343114.1,OU343114.1_bin_300,100.0,647.7578081344883,347.7578081344883,0.8098538071159259,1.5863828545066747,1.5863828545066747,464.5424261677811
68535at7147,OU343114.1,OU343114.1_bin_737,100.0,439.9626941169179,297.0373058830821,1.4128075495429058,1.5863828545066734,1.5863828545066732,464.54242616778157
68649at7147,OU343114.1,OU343114.1_bin_767,100.0,554.5164108189124,212.4835891810876,1.1640203778659157,1.5863828545066732,1.5863828545066732,464.5424261677816
68670at7147,OU343114.1,OU343114.1_bin_863,100.0,443.29274402103636,419.70725597896364,1.2032820734690073,1.5863828545067036,1.5863828545067034,464.5424261677718
68696at7147,OU343114.1,OU343114.1_bin_32,42.11732201219718,694.8537715145947,662.8537715145947,1.2069867510140198,2.8338035305268896,2.7264455686930553,195.66553877875702
68729at7147,OU343114.1,OU343114.1_bin_144,100.0,416.4787738933888,272.4787738933888,0.9994391804391621,1.0021307269201833,1.0021307269201833,696.4706174567434
68897at7147,OU343114.1,OU343114.1_bin_868,100.0,614.6658368182082,253.33416318179184,1.1658457040121828,1.5863828545066732,2.1101235630528774,464.5424261677816
69002at7147,OU343114.1,OU343114.1_bin_951,100.0,890.5184461454015,60.481553854598474,0.1807743397443985,1.5863828545066732,1.5863828545066732,464.5424261677816
69017at7147,OU343114.1,OU343114.1_bin_754,68.95224768235089,953.5292262742882,199.52922627428825,0.9874056092446853,1.538507620385532,1.7433668990028215,480.2167069903352
69070at7147,OU343114.1,OU343114.1_bin_228,100.0,354.0806404884655,126.08064048846552,0.7857449339388867,1.5863828545066732,3.42486864324311,464.5424261677816
69092at7147,OU343114.1,OU343114.1_bin_597,100.0,371.93953162180765,225.06046837819235,1.2180465706643648,1.5863828545066725,2.1715439759678388,464.54242616778185
69182at7147,OU343114.1,OU343114.1_bin_86,100.0,486.91639776512807,400.91639776512807,1.4134189529230032,1.586382854506647,1.586382854506647,464.5424261677901
69198at7147,OU343114.1,OU343114.1_bin_179,100.0,487.3309223771852,308.3309223771852,1.1178829735165126,1.5863828545066727,2.1952300916906586,464.5424261677818
69219at7147,OU343114.1,OU343114.1_bin_357,100.0,777.4449049854844,420.4449049854844,0.9983218508284957,1.0021307269201822,1.0021307269201822,696.4706174567439
69246at7147,OU343114.1,OU343114.1_bin_182,100.0,376.02573595766546,194.02573595766546,1.3794347904715651,1.5863828545066727,1.5863828545066727,464.5424261677818
69398at7147,OU343114.1,OU343114.1_bin_29,79.19570724103302,408.72949005612315,379.72949005612315,1.378629126024435,1.9228101401999715,2.2368244442295317,367.9176981496113
69478at7147,OU343114.1,OU343114.1_bin_81,63.59672241123198,260.5942181009431,179.59421810094312,0.5827586834916482,2.2392833581920777,2.114104761356834,295.4491521359834
69547at7147,OU343114.1,OU343114.1_bin_732,100.0,293.44049833530966,438.55950166469034,1.4000505050380252,1.5863828545066128,1.5863828545066128,464.54242616780107
69557at7147,OU343114.1,OU343114.1_bin_898,100.0,765.9745797310193,132.02542026898072,0.23303965965741263,1.586382854506682,1.586382854506682,464.5424261677788
69699at7147,OU343114.1,OU343114.1_bin_285,100.0,649.0898280961414,364.08982809614145,0.9205413041643263,1.5863828545066705,1.5863828545066705,464.5424261677825
69823at7147,OU343114.1,OU343114.1_bin_546,100.0,377.69076090972976,168.30923909027024,0.7129265026932375,1.5863828545066712,1.5863828545066712,464.54242616778225
69924at7147,OU343114.1,OU343114.1_bin_692,100.0,465.6040783787065,226.3959216212935,1.3201552117237865,1.5863828545066576,1.5863828545066576,464.54242616778663
69925at7147,OU343114.1,OU343114.1_bin_566,100.0,232.50058508976053,333.49941491023947,1.3784752479399487,1.5863828545066678,1.5863828545066678,464.54242616778333
69929at7147,OU343114.1,OU343114.1_bin_171,100.0,504.5656622569966,333.5656622569966,0.8783236598221645,1.586382854506672,1.586382854506672,464.54242616778197
70036at7147,OU343114.1,OU343114.1_bin_737,100.0,440.2945335898649,296.7054664101351,1.4127426837194248,1.5863828545066712,3.6271520920931355,464.54242616778225
70115at7147,OU343114.1,OU343114.1_bin_936,100.0,490.86875111711447,445.13124888288553,1.0005467529623335,1.0021307269200557,1.0021307269200557,696.470617456805
70276at7147,OU343114.1,OU343114.1_bin_182,100.0,376.02573595766546,194.02573595766546,1.3794347904715651,1.5863828545066727,1.5863828545066727,464.5424261677818
70366at7147,OU343114.1,OU343114.1_bin_897,100.0,625.2299808582789,271.77001914172115,1.0002251531496131,1.0021307269201778,2.083579489481072,696.470617456746
70383at7147,OU343114.1,OU343114.1_bin_759,100.0,512.8907870173142,246.1092129826858,0.9587048893820792,1.586382854506677,1.5863828545066767,464.54242616778043
